"psu_id","household_id","stratum","province","urban_rural","economic_zone","household_size","income","education_head","has_electricity","has_internet","size","n_psu_stratum","N_psu_stratum","psu_weight","hh_weight","final_weight"
41,8,"P1_Rural","P1","Rural","Industrial",6,51173,14,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,9,"P1_Rural","P1","Rural","Industrial",3,23803,12,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,10,"P1_Rural","P1","Rural","Industrial",1,28249,8,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,11,"P1_Rural","P1","Rural","Industrial",3,40886,10,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,12,"P1_Rural","P1","Rural","Industrial",6,28625,16,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,13,"P1_Rural","P1","Rural","Industrial",5,77111,9,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,14,"P1_Rural","P1","Rural","Industrial",3,34558,6,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,15,"P1_Rural","P1","Rural","Industrial",6,15819,10,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,16,"P1_Rural","P1","Rural","Industrial",2,19319,14,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,17,"P1_Rural","P1","Rural","Industrial",7,45745,13,0,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,18,"P1_Rural","P1","Rural","Industrial",1,52133,12,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,19,"P1_Rural","P1","Rural","Industrial",4,35979,10,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,20,"P1_Rural","P1","Rural","Industrial",5,29750,8,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,21,"P1_Rural","P1","Rural","Industrial",12,35624,8,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,22,"P1_Rural","P1","Rural","Industrial",0,39509,10,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,23,"P1_Rural","P1","Rural","Industrial",4,53623,11,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,24,"P1_Rural","P1","Rural","Industrial",6,53830,10,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,25,"P1_Rural","P1","Rural","Industrial",4,39199,11,1,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,26,"P1_Rural","P1","Rural","Industrial",2,13893,10,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,27,"P1_Rural","P1","Rural","Industrial",4,86497,9,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,28,"P1_Rural","P1","Rural","Industrial",4,23064,14,1,1,409,5,93,18.6,0.274312541918176,5.10221327967807
41,29,"P1_Rural","P1","Rural","Industrial",5,26219,7,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
41,30,"P1_Rural","P1","Rural","Industrial",3,50622,11,0,0,409,5,93,18.6,0.274312541918176,5.10221327967807
296,1,"P1_Rural","P1","Rural","Agricultural",1,32260,13,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,2,"P1_Rural","P1","Rural","Agricultural",6,86781,8,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,3,"P1_Rural","P1","Rural","Agricultural",2,27606,6,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,4,"P1_Rural","P1","Rural","Agricultural",4,57683,6,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,5,"P1_Rural","P1","Rural","Agricultural",5,31605,15,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,6,"P1_Rural","P1","Rural","Agricultural",9,42722,15,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,7,"P1_Rural","P1","Rural","Agricultural",6,54469,10,0,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,8,"P1_Rural","P1","Rural","Agricultural",5,41741,8,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,9,"P1_Rural","P1","Rural","Agricultural",3,58784,15,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,10,"P1_Rural","P1","Rural","Agricultural",5,51621,8,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,11,"P1_Rural","P1","Rural","Agricultural",5,22823,6,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,12,"P1_Rural","P1","Rural","Agricultural",3,63592,13,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,13,"P1_Rural","P1","Rural","Agricultural",2,16571,7,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,14,"P1_Rural","P1","Rural","Agricultural",3,84011,10,0,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,15,"P1_Rural","P1","Rural","Agricultural",2,46040,15,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,16,"P1_Rural","P1","Rural","Agricultural",7,42632,7,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,17,"P1_Rural","P1","Rural","Agricultural",0,23902,8,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,18,"P1_Rural","P1","Rural","Agricultural",2,21791,10,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,19,"P1_Rural","P1","Rural","Agricultural",3,48928,11,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,20,"P1_Rural","P1","Rural","Agricultural",4,14087,5,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,21,"P1_Rural","P1","Rural","Agricultural",8,37418,13,0,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,22,"P1_Rural","P1","Rural","Agricultural",8,32041,7,0,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,23,"P1_Rural","P1","Rural","Agricultural",5,60912,16,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,24,"P1_Rural","P1","Rural","Agricultural",6,22113,8,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,25,"P1_Rural","P1","Rural","Agricultural",4,20644,16,1,1,428,5,93,18.6,0.287055667337357,5.33923541247485
296,26,"P1_Rural","P1","Rural","Agricultural",5,62120,13,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,27,"P1_Rural","P1","Rural","Agricultural",6,68046,12,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,28,"P1_Rural","P1","Rural","Agricultural",2,74394,7,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,29,"P1_Rural","P1","Rural","Agricultural",8,35345,9,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
296,30,"P1_Rural","P1","Rural","Agricultural",4,26987,6,1,0,428,5,93,18.6,0.287055667337357,5.33923541247485
465,1,"P1_Rural","P1","Rural","Agricultural",5,54118,13,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,2,"P1_Rural","P1","Rural","Agricultural",3,25994,11,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,3,"P1_Rural","P1","Rural","Agricultural",7,79035,13,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,4,"P1_Rural","P1","Rural","Agricultural",8,28180,9,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,5,"P1_Rural","P1","Rural","Agricultural",3,9893,7,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,6,"P1_Rural","P1","Rural","Agricultural",6,25693,11,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,7,"P1_Rural","P1","Rural","Agricultural",5,14642,11,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,8,"P1_Rural","P1","Rural","Agricultural",1,94174,9,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,9,"P1_Rural","P1","Rural","Agricultural",4,37239,9,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,10,"P1_Rural","P1","Rural","Agricultural",4,33882,12,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,11,"P1_Rural","P1","Rural","Agricultural",3,18522,9,0,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,12,"P1_Rural","P1","Rural","Agricultural",1,52682,11,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,13,"P1_Rural","P1","Rural","Agricultural",3,46223,10,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,14,"P1_Rural","P1","Rural","Agricultural",8,59409,11,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,15,"P1_Rural","P1","Rural","Agricultural",3,99061,10,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,16,"P1_Rural","P1","Rural","Agricultural",6,20435,7,0,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,17,"P1_Rural","P1","Rural","Agricultural",5,30672,8,0,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,18,"P1_Rural","P1","Rural","Agricultural",4,43165,6,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,19,"P1_Rural","P1","Rural","Agricultural",3,22598,11,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,20,"P1_Rural","P1","Rural","Agricultural",1,97197,3,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,21,"P1_Rural","P1","Rural","Agricultural",5,27145,9,1,1,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,22,"P1_Rural","P1","Rural","Agricultural",5,19748,16,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,23,"P1_Rural","P1","Rural","Agricultural",5,21764,11,0,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,24,"P1_Rural","P1","Rural","Agricultural",2,64723,14,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,25,"P1_Rural","P1","Rural","Agricultural",4,56351,9,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,26,"P1_Rural","P1","Rural","Agricultural",6,41943,11,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,27,"P1_Rural","P1","Rural","Agricultural",2,29637,12,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,28,"P1_Rural","P1","Rural","Agricultural",6,46547,9,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,29,"P1_Rural","P1","Rural","Agricultural",4,27183,12,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
465,30,"P1_Rural","P1","Rural","Agricultural",5,59070,6,1,0,1256,5,93,18.6,0.842387659289068,15.6684104627767
448,1,"P1_Rural","P1","Rural","Industrial",2,84715,9,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,2,"P1_Rural","P1","Rural","Industrial",4,94211,10,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,3,"P1_Rural","P1","Rural","Industrial",3,53427,8,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,4,"P1_Rural","P1","Rural","Industrial",1,41083,14,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,5,"P1_Rural","P1","Rural","Industrial",1,41420,11,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,6,"P1_Rural","P1","Rural","Industrial",6,53685,11,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,7,"P1_Rural","P1","Rural","Industrial",4,24348,6,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,8,"P1_Rural","P1","Rural","Industrial",5,21527,15,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,9,"P1_Rural","P1","Rural","Industrial",6,43324,13,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,10,"P1_Rural","P1","Rural","Industrial",7,25640,11,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,11,"P1_Rural","P1","Rural","Industrial",4,19570,11,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,12,"P1_Rural","P1","Rural","Industrial",6,13450,5,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,13,"P1_Rural","P1","Rural","Industrial",4,37066,11,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,14,"P1_Rural","P1","Rural","Industrial",3,44349,11,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,15,"P1_Rural","P1","Rural","Industrial",3,35254,7,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,16,"P1_Rural","P1","Rural","Industrial",3,60537,16,0,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,17,"P1_Rural","P1","Rural","Industrial",2,34583,5,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,18,"P1_Rural","P1","Rural","Industrial",2,45524,7,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,19,"P1_Rural","P1","Rural","Industrial",0,35138,11,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,20,"P1_Rural","P1","Rural","Industrial",0,40107,9,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,21,"P1_Rural","P1","Rural","Industrial",5,24784,11,0,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,22,"P1_Rural","P1","Rural","Industrial",3,42909,7,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,23,"P1_Rural","P1","Rural","Industrial",1,72951,12,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,24,"P1_Rural","P1","Rural","Industrial",5,56569,10,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,25,"P1_Rural","P1","Rural","Industrial",5,77380,10,0,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,26,"P1_Rural","P1","Rural","Industrial",3,40016,10,0,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,27,"P1_Rural","P1","Rural","Industrial",3,37335,13,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,28,"P1_Rural","P1","Rural","Industrial",7,34017,16,0,1,392,5,93,18.6,0.262910798122066,4.89014084507042
448,29,"P1_Rural","P1","Rural","Industrial",9,48941,11,1,0,392,5,93,18.6,0.262910798122066,4.89014084507042
448,30,"P1_Rural","P1","Rural","Industrial",5,19442,9,1,1,392,5,93,18.6,0.262910798122066,4.89014084507042
455,1,"P1_Urban","P1","Urban","Industrial",3,95447,14,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,2,"P1_Urban","P1","Urban","Industrial",3,70719,12,0,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,3,"P1_Urban","P1","Urban","Industrial",5,74284,11,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,4,"P1_Urban","P1","Urban","Industrial",2,66496,10,0,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,5,"P1_Urban","P1","Urban","Industrial",3,106032,9,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,6,"P1_Urban","P1","Urban","Industrial",4,93809,8,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,7,"P1_Urban","P1","Urban","Industrial",1,92972,14,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,8,"P1_Urban","P1","Urban","Industrial",3,28526,6,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,9,"P1_Urban","P1","Urban","Industrial",5,46447,12,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,10,"P1_Urban","P1","Urban","Industrial",3,76761,9,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,11,"P1_Urban","P1","Urban","Industrial",5,44027,8,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,12,"P1_Urban","P1","Urban","Industrial",2,35560,9,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,13,"P1_Urban","P1","Urban","Industrial",2,72151,5,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,14,"P1_Urban","P1","Urban","Industrial",2,102479,6,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,15,"P1_Urban","P1","Urban","Industrial",3,43129,5,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,16,"P1_Urban","P1","Urban","Industrial",6,46776,13,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,17,"P1_Urban","P1","Urban","Industrial",2,90227,11,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,18,"P1_Urban","P1","Urban","Industrial",10,83707,7,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,19,"P1_Urban","P1","Urban","Industrial",6,46921,8,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,20,"P1_Urban","P1","Urban","Industrial",2,48982,15,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,21,"P1_Urban","P1","Urban","Industrial",4,39398,6,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,22,"P1_Urban","P1","Urban","Industrial",1,70214,8,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,23,"P1_Urban","P1","Urban","Industrial",1,74902,9,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,24,"P1_Urban","P1","Urban","Industrial",7,22740,11,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,25,"P1_Urban","P1","Urban","Industrial",2,74100,9,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,26,"P1_Urban","P1","Urban","Industrial",6,60864,10,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,27,"P1_Urban","P1","Urban","Industrial",4,96694,6,1,0,985,5,41,8.2,0.660630449362844,5.41716968477532
455,28,"P1_Urban","P1","Urban","Industrial",3,71108,12,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,29,"P1_Urban","P1","Urban","Industrial",8,105919,9,0,1,985,5,41,8.2,0.660630449362844,5.41716968477532
455,30,"P1_Urban","P1","Urban","Industrial",7,66806,8,1,1,985,5,41,8.2,0.660630449362844,5.41716968477532
267,1,"P1_Urban","P1","Urban","Service",2,89306,9,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,2,"P1_Urban","P1","Urban","Service",5,74854,9,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,3,"P1_Urban","P1","Urban","Service",2,35902,13,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,4,"P1_Urban","P1","Urban","Service",5,57362,13,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,5,"P1_Urban","P1","Urban","Service",3,102922,5,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,6,"P1_Urban","P1","Urban","Service",4,138976,11,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,7,"P1_Urban","P1","Urban","Service",4,78402,9,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,8,"P1_Urban","P1","Urban","Service",4,20690,11,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,9,"P1_Urban","P1","Urban","Service",4,75601,10,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,10,"P1_Urban","P1","Urban","Service",3,54982,7,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,11,"P1_Urban","P1","Urban","Service",6,62354,10,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,12,"P1_Urban","P1","Urban","Service",3,81967,8,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,13,"P1_Urban","P1","Urban","Service",5,23120,11,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,14,"P1_Urban","P1","Urban","Service",4,23012,7,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,15,"P1_Urban","P1","Urban","Service",6,35448,12,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,16,"P1_Urban","P1","Urban","Service",5,41731,15,0,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,17,"P1_Urban","P1","Urban","Service",2,55621,8,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,18,"P1_Urban","P1","Urban","Service",6,26807,14,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,19,"P1_Urban","P1","Urban","Service",2,42328,12,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,20,"P1_Urban","P1","Urban","Service",3,71904,12,0,0,779,5,41,8.2,0.522468142186452,4.28423876592891
267,21,"P1_Urban","P1","Urban","Service",3,97364,11,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,22,"P1_Urban","P1","Urban","Service",5,110784,9,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,23,"P1_Urban","P1","Urban","Service",4,91783,8,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,24,"P1_Urban","P1","Urban","Service",2,31994,9,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,25,"P1_Urban","P1","Urban","Service",1,55944,9,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,26,"P1_Urban","P1","Urban","Service",5,61946,7,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,27,"P1_Urban","P1","Urban","Service",4,71846,11,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,28,"P1_Urban","P1","Urban","Service",3,89195,12,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,29,"P1_Urban","P1","Urban","Service",2,133025,6,1,1,779,5,41,8.2,0.522468142186452,4.28423876592891
267,30,"P1_Urban","P1","Urban","Service",6,67527,10,1,0,779,5,41,8.2,0.522468142186452,4.28423876592891
373,1,"P1_Urban","P1","Urban","Agricultural",7,37148,9,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,2,"P1_Urban","P1","Urban","Agricultural",4,32580,8,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,3,"P1_Urban","P1","Urban","Agricultural",2,65100,7,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,4,"P1_Urban","P1","Urban","Agricultural",1,149627,12,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,5,"P1_Urban","P1","Urban","Agricultural",3,85505,11,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,6,"P1_Urban","P1","Urban","Agricultural",3,48883,12,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,7,"P1_Urban","P1","Urban","Agricultural",6,50088,11,0,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,8,"P1_Urban","P1","Urban","Agricultural",4,37541,4,0,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,9,"P1_Urban","P1","Urban","Agricultural",5,109675,7,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,10,"P1_Urban","P1","Urban","Agricultural",0,28546,14,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,11,"P1_Urban","P1","Urban","Agricultural",6,55219,10,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,12,"P1_Urban","P1","Urban","Agricultural",2,41997,6,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,13,"P1_Urban","P1","Urban","Agricultural",2,62635,9,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,14,"P1_Urban","P1","Urban","Agricultural",5,70419,11,1,1,968,5,41,8.2,0.649228705566734,5.32367538564722
373,15,"P1_Urban","P1","Urban","Agricultural",1,44114,12,1,0,968,5,41,8.2,0.649228705566734,5.32367538564722
