"person_id","gender","baseline_age","baseline_education","region","wave","year","age","employed","income","health_status","base_weight","attrition_weight","final_weight"
72,"Male",64,1,"South",1,2020,64,0,13488,53.8986558338242,1000,1,1000
73,"Female",33,10,"East",1,2020,33,1,51096,58.1784845136775,1000,1,1000
74,"Female",27,11,"South",1,2020,27,1,75599,69.8282117834185,1000,1,1000
75,"Female",45,4,"East",1,2020,45,0,35615,49.2040816232386,1000,1,1000
76,"Female",65,13,"South",1,2020,65,1,104119,35.4518920846266,1000,1,1000
77,"Male",38,15,"North",1,2020,38,1,56799,52.7062386578563,1000,1,1000
78,"Female",59,14,"North",1,2020,59,0,33281,84.6638614489565,1000,1,1000
79,"Male",33,12,"North",1,2020,33,1,111037,64.1104311915338,1000,1,1000
80,"Male",45,7,"East",1,2020,45,1,49178,64.6032928572867,1000,1,1000
81,"Female",51,15,"West",1,2020,51,1,107926,70.3636209299312,1000,1,1000
82,"Female",21,11,"West",1,2020,21,1,105725,72.0944744964933,1000,1,1000
83,"Female",46,1,"North",1,2020,46,1,26659,71.2291871037898,1000,1,1000
84,"Male",44,0,"North",1,2020,44,0,19047,55.2825467125398,1000,1,1000
85,"Female",25,10,"North",1,2020,25,1,104327,69.5150927885924,1000,1,1000
86,"Female",35,3,"South",1,2020,35,0,17967,66.8427896143507,1000,1,1000
87,"Male",50,19,"East",1,2020,50,1,101826,62.3687543921343,1000,1,1000
88,"Male",49,11,"East",1,2020,49,0,19688,66.2030339664583,1000,1,1000
89,"Male",43,11,"North",1,2020,43,0,56455,66.578407210502,1000,1,1000
90,"Female",33,19,"East",1,2020,33,1,109306,60.8616818963566,1000,1,1000
91,"Male",59,15,"South",1,2020,59,1,73585,49.6358184796982,1000,1,1000
92,"Female",60,4,"East",1,2020,60,0,39464,67.4175204284849,1000,1,1000
93,"Female",20,11,"South",1,2020,20,1,35932,64.8751552045717,1000,1,1000
94,"Male",65,15,"South",1,2020,65,1,38546,25.1601139801329,1000,1,1000
95,"Female",56,0,"East",1,2020,56,0,47618,28.794261398867,1000,1,1000
96,"Female",63,13,"East",1,2020,63,1,72831,54.7136976701629,1000,1,1000
97,"Female",40,14,"West",1,2020,40,1,93192,44.5790098366337,1000,1,1000
98,"Female",54,10,"South",1,2020,54,1,36227,71.6857216511359,1000,1,1000
99,"Female",65,11,"South",1,2020,65,1,55253,33.9737420487763,1000,1,1000
100,"Male",65,20,"West",1,2020,65,1,90107,34.2450044393328,1000,1,1000
101,"Female",44,1,"West",1,2020,44,1,20296,37.8607439165345,1000,1,1000
102,"Male",48,4,"South",1,2020,48,1,67647,42.4296207316207,1000,1,1000
103,"Male",63,4,"South",1,2020,63,0,47241,52.0907315048185,1000,1,1000
104,"Male",54,0,"South",1,2020,54,0,18883,47.1977356078137,1000,1,1000
105,"Female",44,20,"West",1,2020,44,1,39587,69.6768907821773,1000,1,1000
106,"Male",34,10,"West",1,2020,34,1,22096,86.7758565270161,1000,1,1000
107,"Female",25,7,"West",1,2020,25,1,39720,100,1000,1,1000
108,"Male",23,13,"East",1,2020,23,1,66324,73.1432856637749,1000,1,1000
109,"Male",26,12,"South",1,2020,26,1,31169,48.2899000310936,1000,1,1000
110,"Female",30,10,"South",1,2020,30,1,28610,65.4612074006402,1000,1,1000
111,"Female",57,17,"South",1,2020,57,1,32338,50.7849682949229,1000,1,1000
112,"Male",47,15,"North",1,2020,47,1,33693,60.8284832779314,1000,1,1000
113,"Male",44,6,"West",1,2020,44,0,18575,81.0663788996768,1000,1,1000
114,"Male",26,12,"West",1,2020,26,1,37156,65.0338691669904,1000,1,1000
115,"Male",23,6,"North",1,2020,23,1,33368,40.3304897247748,1000,1,1000
116,"Female",44,11,"East",1,2020,44,0,48387,61.3947148844835,1000,1,1000
117,"Female",26,9,"South",1,2020,26,1,31712,52.9049518332119,1000,1,1000
118,"Male",60,16,"North",1,2020,60,1,58930,33.9652944000479,1000,1,1000
119,"Female",42,18,"West",1,2020,42,1,98992,69.6840533220575,1000,1,1000
120,"Female",44,16,"East",1,2020,44,1,69576,59.8998697412318,1000,1,1000
121,"Male",58,15,"North",1,2020,58,1,83154,49.2848937149032,1000,1,1000
122,"Male",54,4,"West",1,2020,54,1,30819,61.7270209576325,1000,1,1000
123,"Female",52,13,"North",1,2020,52,0,54713,41.5999944255377,1000,1,1000
124,"Female",45,9,"East",1,2020,45,0,30321,51.3006059580478,1000,1,1000
125,"Male",20,10,"South",1,2020,20,1,99607,54.1034591550925,1000,1,1000
126,"Female",65,13,"West",1,2020,65,1,19193,38.7517331575307,1000,1,1000
127,"Male",41,18,"North",1,2020,41,1,70000,49.9824293711369,1000,1,1000
128,"Female",50,5,"East",1,2020,50,0,22343,66.3010109660945,1000,1,1000
129,"Male",33,4,"South",1,2020,33,0,48562,84.6163254207048,1000,1,1000
130,"Male",60,9,"West",1,2020,60,1,44483,81.3353923172637,1000,1,1000
131,"Male",42,16,"South",1,2020,42,1,70332,59.1200134095615,1000,1,1000
132,"Male",45,14,"West",1,2020,45,1,69299,27.2095558236052,1000,1,1000
133,"Female",39,14,"East",1,2020,39,1,52854,71.2225387783075,1000,1,1000
134,"Male",61,8,"East",1,2020,61,0,103588,30.6159874710644,1000,1,1000
135,"Male",65,17,"North",1,2020,65,0,67047,29.4454489368447,1000,1,1000
136,"Female",54,4,"South",1,2020,54,1,75072,47.6795190037629,1000,1,1000
137,"Female",21,4,"South",1,2020,21,1,23145,43.7373929655737,1000,1,1000
138,"Female",30,0,"North",1,2020,30,0,33350,68.9714379530523,1000,1,1000
139,"Male",57,12,"West",1,2020,57,1,27921,56.3367836783338,1000,1,1000
140,"Female",33,5,"West",1,2020,33,0,25190,43.368252457472,1000,1,1000
141,"Male",57,17,"South",1,2020,57,1,40952,80.8486485369942,1000,1,1000
142,"Female",56,5,"East",1,2020,56,1,47822,35.0155246870105,1000,1,1000
143,"Male",29,11,"North",1,2020,29,1,119301,54.6036477387475,1000,1,1000
144,"Female",22,11,"North",1,2020,22,1,53135,42.9974957899382,1000,1,1000
145,"Female",64,4,"West",1,2020,64,1,32641,71.6602412890458,1000,1,1000
146,"Male",46,5,"East",1,2020,46,0,58865,42.381337034939,1000,1,1000
147,"Male",29,13,"North",1,2020,29,1,49355,69.6885407663469,1000,1,1000
148,"Female",55,2,"West",1,2020,55,1,41280,41.2093540446609,1000,1,1000
149,"Female",54,1,"East",1,2020,54,0,39021,55.2678996243634,1000,1,1000
150,"Male",57,9,"East",1,2020,57,1,29969,34.4220724056379,1000,1,1000
151,"Male",42,1,"West",1,2020,42,1,18841,87.4985781091643,1000,1,1000
152,"Male",27,0,"West",1,2020,27,0,26739,73.4641558541928,1000,1,1000
153,"Male",32,14,"North",1,2020,32,1,44252,41.8003805960925,1000,1,1000
154,"Female",27,7,"South",1,2020,27,1,47461,66.1254171324385,1000,1,1000
155,"Female",40,7,"West",1,2020,40,1,37263,61.2408790097035,1000,1,1000
156,"Female",48,17,"South",1,2020,48,1,67394,43.1180839496207,1000,1,1000
157,"Male",57,1,"North",1,2020,57,0,40999,67.6731767639668,1000,1,1000
158,"Female",33,0,"North",1,2020,33,0,56779,73.8762815297717,1000,1,1000
159,"Female",22,16,"East",1,2020,22,1,61345,69.3024274053696,1000,1,1000
160,"Female",40,16,"South",1,2020,40,0,67618,67.9190927714999,1000,1,1000
161,"Female",23,5,"West",1,2020,23,0,24359,69.2143913219538,1000,1,1000
162,"Male",40,14,"West",1,2020,40,1,40673,41.2495747586609,1000,1,1000
163,"Female",51,19,"East",1,2020,51,1,85634,46.4691816875326,1000,1,1000
164,"Female",49,16,"North",1,2020,49,1,72337,56.0003442958751,1000,1,1000
165,"Female",46,19,"West",1,2020,46,1,72332,28.7726766039635,1000,1,1000
166,"Female",35,12,"West",1,2020,35,0,39787,57.3175641709945,1000,1,1000
167,"Female",61,1,"South",1,2020,61,1,22645,51.8080258397037,1000,1,1000
168,"Male",20,9,"West",1,2020,20,1,101785,73.9369390675917,1000,1,1000
169,"Female",42,6,"South",1,2020,42,0,51141,67.1084749041062,1000,1,1000
170,"Male",46,18,"South",1,2020,46,1,86224,69.2814970457512,1000,1,1000
171,"Male",52,10,"East",1,2020,52,1,103176,66.1422972178437,1000,1,1000
172,"Female",32,3,"North",1,2020,32,0,31976,59.9672245714987,1000,1,1000
173,"Male",28,11,"North",1,2020,28,1,35342,62.7408739636494,1000,1,1000
174,"Female",47,1,"South",1,2020,47,0,13533,32.4408981180028,1000,1,1000
175,"Female",36,7,"North",1,2020,36,1,87556,51.0878529242544,1000,1,1000
176,"Male",65,1,"West",1,2020,65,0,73355,46.7616427565218,1000,1,1000
177,"Female",49,9,"East",1,2020,49,1,30727,65.315218940192,1000,1,1000
178,"Female",50,7,"South",1,2020,50,1,19091,58.4612466022007,1000,1,1000
179,"Female",18,11,"North",1,2020,18,1,25195,59.6337701500991,1000,1,1000
180,"Male",57,0,"North",1,2020,57,0,61692,57.22023667238,1000,1,1000
181,"Male",28,12,"North",1,2020,28,1,38758,76.6705538020916,1000,1,1000
182,"Female",43,10,"North",1,2020,43,1,66235,62.9415852896747,1000,1,1000
183,"Female",64,16,"East",1,2020,64,1,60649,45.5962830969769,1000,1,1000
184,"Male",52,19,"South",1,2020,52,0,90687,77.5185914114759,1000,1,1000
185,"Female",63,20,"East",1,2020,63,1,32723,37.1170045953574,1000,1,1000
186,"Male",46,10,"South",1,2020,46,0,43076,68.8320553140413,1000,1,1000
187,"Male",44,2,"East",1,2020,44,1,43472,34.0912978310728,1000,1,1000
188,"Female",19,20,"North",1,2020,19,1,126679,61.7147927877449,1000,1,1000
189,"Male",30,4,"West",1,2020,30,0,24486,55.3194787277313,1000,1,1000
190,"Female",58,3,"East",1,2020,58,0,68319,72.1670631607693,1000,1,1000
191,"Female",35,11,"East",1,2020,35,1,41356,90.4684502525199,1000,1,1000
192,"Male",56,7,"North",1,2020,56,1,37051,63.1854079444029,1000,1,1000
193,"Male",30,3,"West",1,2020,30,1,18171,50.4904320617436,1000,1,1000
194,"Male",51,14,"West",1,2020,51,1,15107,72.4510202930588,1000,1,1000
195,"Male",49,14,"South",1,2020,49,1,41731,44.5406063071252,1000,1,1000
196,"Female",48,5,"East",1,2020,48,1,45461,73.0243520188115,1000,1,1000
197,"Male",34,3,"East",1,2020,34,1,18298,51.2257270909767,1000,1,1000
198,"Male",18,9,"South",1,2020,18,1,46751,47.6404792779367,1000,1,1000
199,"Female",24,3,"West",1,2020,24,0,43498,63.6669926628394,1000,1,1000
200,"Female",55,4,"North",1,2020,55,0,28121,54.4009829908694,1000,1,1000
201,"Female",32,13,"East",1,2020,32,1,57655,52.1309481582455,1000,1,1000
202,"Male",50,6,"North",1,2020,50,1,41987,40.6639765322583,1000,1,1000
203,"Female",28,4,"West",1,2020,28,1,19104,68.1251362047239,1000,1,1000
204,"Female",31,1,"North",1,2020,31,1,74515,64.4506894347044,1000,1,1000
205,"Male",25,11,"West",1,2020,25,1,72503,56.0086607998177,1000,1,1000
206,"Male",38,7,"West",1,2020,38,1,57086,63.9249270244361,1000,1,1000
207,"Female",47,7,"West",1,2020,47,1,29511,57.2112636000575,1000,1,1000
208,"Female",36,4,"North",1,2020,36,1,51602,61.7002909559331,1000,1,1000
209,"Male",21,0,"South",1,2020,21,0,28611,64.5101001941652,1000,1,1000
210,"Female",33,10,"East",1,2020,33,0,48814,60.6460272277693,1000,1,1000
211,"Female",59,6,"West",1,2020,59,1,48325,62.2469384651045,1000,1,1000
212,"Female",54,2,"South",1,2020,54,0,39017,66.5340352331038,1000,1,1000
213,"Male",52,14,"North",1,2020,52,1,74619,68.0851707776516,1000,1,1000
214,"Male",37,2,"South",1,2020,37,1,34044,52.7835092377607,1000,1,1000
215,"Female",31,3,"West",1,2020,31,0,9533,70.528691276567,1000,1,1000
216,"Male",43,8,"South",1,2020,43,0,88333,43.9468436084532,1000,1,1000
217,"Female",21,19,"West",1,2020,21,1,99877,54.9610795165407,1000,1,1000
218,"Female",42,1,"West",1,2020,42,0,24112,37.7389513254712,1000,1,1000
219,"Male",33,4,"North",1,2020,33,0,87512,73.0050861502215,1000,1,1000
220,"Male",28,2,"West",1,2020,28,1,40856,65.6277119286012,1000,1,1000
221,"Male",21,11,"North",1,2020,21,1,21822,69.3478111240288,1000,1,1000
222,"Male",26,5,"West",1,2020,26,0,50504,50.0396361641808,1000,1,1000
223,"Female",61,13,"South",1,2020,61,1,62325,42.3029241582604,1000,1,1000
224,"Female",33,10,"South",1,2020,33,0,30047,81.7788403936875,1000,1,1000
225,"Male",62,20,"East",1,2020,62,1,112123,55.7844017452748,1000,1,1000
226,"Female",42,15,"South",1,2020,42,0,104369,70.9760706279669,1000,1,1000
227,"Female",60,7,"East",1,2020,60,1,47140,57.9059679344977,1000,1,1000
228,"Female",54,7,"South",1,2020,54,0,55392,65.4530211199008,1000,1,1000
229,"Female",51,0,"South",1,2020,51,1,43851,68.3015985349144,1000,1,1000
230,"Female",40,14,"West",1,2020,40,1,37530,71.5448404667089,1000,1,1000
231,"Male",24,12,"North",1,2020,24,1,25042,47.9388884925856,1000,1,1000
232,"Male",64,1,"South",1,2020,64,1,19238,25.9715981501566,1000,1,1000
233,"Male",29,17,"East",1,2020,29,1,114437,74.566266839521,1000,1,1000
234,"Male",58,8,"West",1,2020,58,1,54979,70.2148950695708,1000,1,1000
235,"Female",43,20,"North",1,2020,43,1,32776,70.6688280897895,1000,1,1000
236,"Female",27,0,"South",1,2020,27,1,36747,54.6851560221778,1000,1,1000
237,"Male",42,15,"East",1,2020,42,1,53043,37.6638493298051,1000,1,1000
238,"Male",28,3,"North",1,2020,28,0,24747,51.6852739343536,1000,1,1000
239,"Male",43,20,"South",1,2020,43,1,117863,78.4710903998919,1000,1,1000
240,"Female",63,13,"North",1,2020,63,1,51596,65.1756621760428,1000,1,1000
241,"Male",65,10,"South",1,2020,65,1,46182,51.9183118200592,1000,1,1000
242,"Female",22,9,"North",1,2020,22,0,77717,62.6785791208154,1000,1,1000
243,"Male",33,13,"North",1,2020,33,0,100907,41.2458092501128,1000,1,1000
244,"Male",27,6,"West",1,2020,27,1,18708,72.5343819820516,1000,1,1000
245,"Male",39,13,"East",1,2020,39,1,27672,63.5149094171714,1000,1,1000
246,"Male",55,2,"South",1,2020,55,0,67110,48.0940451056175,1000,1,1000
247,"Male",20,15,"South",1,2020,20,1,54305,54.3313221276119,1000,1,1000
248,"Male",40,6,"West",1,2020,40,1,43042,59.5493598152259,1000,1,1000
249,"Male",50,12,"South",1,2020,50,1,33946,57.1481330908127,1000,1,1000
250,"Male",42,16,"South",1,2020,42,0,38613,45.1128802414914,1000,1,1000
251,"Female",59,7,"West",1,2020,59,1,26010,21.6741021703043,1000,1,1000
252,"Male",20,2,"South",1,2020,20,1,31477,55.2590466309295,1000,1,1000
253,"Male",28,19,"North",1,2020,28,1,94431,37.897057190657,1000,1,1000
254,"Female",41,4,"West",1,2020,41,0,35753,88.438066099463,1000,1,1000
255,"Female",55,2,"North",1,2020,55,0,28090,37.2107829438033,1000,1,1000
256,"Male",48,5,"West",1,2020,48,1,38852,79.7015182956439,1000,1,1000
257,"Female",18,6,"South",1,2020,18,1,99210,76.0850004211745,1000,1,1000
258,"Male",28,15,"North",1,2020,28,0,57019,83.6989555409323,1000,1,1000
259,"Male",18,7,"East",1,2020,18,1,20950,65.5485659780798,1000,1,1000
260,"Male",62,20,"West",1,2020,62,1,32806,54.4227907691622,1000,1,1000
261,"Female",28,15,"West",1,2020,28,1,52694,67.811904336947,1000,1,1000
262,"Male",57,2,"North",1,2020,57,1,15239,63.6217625498862,1000,1,1000
263,"Female",35,3,"West",1,2020,35,1,40131,90.045916339662,1000,1,1000
264,"Male",50,15,"West",1,2020,50,1,90498,47.068584210301,1000,1,1000
265,"Male",21,12,"West",1,2020,21,0,48584,55.880064065516,1000,1,1000
266,"Female",28,17,"West",1,2020,28,0,85428,57.2963680440976,1000,1,1000
267,"Female",41,15,"South",1,2020,41,1,77144,48.7322449586945,1000,1,1000
268,"Male",58,4,"North",1,2020,58,1,67939,56.8181726495849,1000,1,1000
269,"Female",46,2,"East",1,2020,46,1,18919,97.8409396287316,1000,1,1000
270,"Male",55,7,"South",1,2020,55,1,42940,60.2409634743906,1000,1,1000
271,"Male",39,20,"West",1,2020,39,1,70777,57.7352224077912,1000,1,1000
272,"Female",40,18,"West",1,2020,40,1,75067,65.6302401749404,1000,1,1000
273,"Female",52,20,"East",1,2020,52,1,48250,48.6853319320539,1000,1,1000
274,"Female",65,15,"South",1,2020,65,1,47631,45.5802565925681,1000,1,1000
275,"Female",29,8,"East",1,2020,29,0,22561,72.5285061029773,1000,1,1000
276,"Male",44,11,"South",1,2020,44,1,53279,77.5208080706395,1000,1,1000
277,"Male",45,20,"East",1,2020,45,1,84335,26.6704721799637,1000,1,1000
278,"Male",45,11,"East",1,2020,45,0,75182,50.2944214968064,1000,1,1000
279,"Female",59,18,"East",1,2020,59,1,71614,55.2008896598022,1000,1,1000
280,"Female",57,4,"West",1,2020,57,0,71301,39.3453416231298,1000,1,1000
281,"Female",58,3,"West",1,2020,58,1,27848,61.647297497581,1000,1,1000
282,"Male",58,0,"West",1,2020,58,1,34982,41.6971214517163,1000,1,1000
283,"Male",55,12,"North",1,2020,55,1,71196,70.625253120485,1000,1,1000
284,"Female",39,4,"North",1,2020,39,1,85179,68.3165605330495,1000,1,1000
285,"Female",65,0,"West",1,2020,65,1,44534,37.8934777119335,1000,1,1000
286,"Male",63,3,"West",1,2020,63,0,17278,61.8445181933312,1000,1,1000
287,"Female",60,13,"East",1,2020,60,1,115894,69.7880832573471,1000,1,1000
288,"Female",35,0,"North",1,2020,35,1,14847,75.2023824342179,1000,1,1000
289,"Female",64,3,"North",1,2020,64,0,27753,51.8790234381342,1000,1,1000
290,"Male",25,12,"West",1,2020,25,0,47454,95.0359206776449,1000,1,1000
291,"Female",34,16,"North",1,2020,34,1,85965,47.7449126300359,1000,1,1000
292,"Female",26,16,"South",1,2020,26,1,49920,55.5144211015427,1000,1,1000
293,"Male",48,2,"East",1,2020,48,1,59040,73.4310585929011,1000,1,1000
294,"Male",27,3,"East",1,2020,27,1,35255,57.150705966823,1000,1,1000
295,"Female",49,10,"South",1,2020,49,1,28845,56.7551733680479,1000,1,1000
296,"Female",28,5,"West",1,2020,28,1,37686,58.6674903563392,1000,1,1000
297,"Male",60,20,"South",1,2020,60,1,59585,41.0330358602575,1000,1,1000
298,"Female",21,0,"South",1,2020,21,1,7470,60.8058779361458,1000,1,1000
299,"Female",60,6,"East",1,2020,60,1,30853,43.917278641888,1000,1,1000
300,"Male",26,2,"East",1,2020,26,0,30385,68.0826705169846,1000,1,1000
301,"Male",43,9,"East",1,2020,43,1,49372,52.5962901597212,1000,1,1000
302,"Female",64,13,"South",1,2020,64,1,198941,54.5682208527365,1000,1,1000
303,"Female",50,20,"West",1,2020,50,1,66889,43.3451367422856,1000,1,1000
304,"Male",57,13,"East",1,2020,57,1,64285,44.3100697771324,1000,1,1000
305,"Male",61,6,"West",1,2020,61,0,68620,60.2135380129875,1000,1,1000
306,"Male",22,14,"South",1,2020,22,1,73888,59.5872798387458,1000,1,1000
307,"Female",60,4,"North",1,2020,60,0,21407,43.843118486909,1000,1,1000
308,"Female",48,20,"West",1,2020,48,1,72540,40.9942060660987,1000,1,1000
309,"Male",39,10,"East",1,2020,39,0,93288,65.840874245849,1000,1,1000
310,"Male",41,3,"East",1,2020,41,0,36354,36.4703230354127,1000,1,1000
311,"Female",43,19,"West",1,2020,43,1,164433,95.9218368664975,1000,1,1000
312,"Male",47,15,"North",1,2020,47,1,45519,49.6336506325623,1000,1,1000
313,"Male",23,11,"North",1,2020,23,1,26438,73.5287960689451,1000,1,1000
314,"Female",31,3,"West",1,2020,31,0,36820,75.0805831658888,1000,1,1000
315,"Male",19,4,"West",1,2020,19,1,32304,67.628542466283,1000,1,1000
316,"Female",27,5,"West",1,2020,27,0,22730,68.5496658374109,1000,1,1000
317,"Male",54,20,"North",1,2020,54,1,104015,79.3174543469192,1000,1,1000
318,"Male",20,7,"South",1,2020,20,1,35973,78.7512013153281,1000,1,1000
319,"Male",43,14,"South",1,2020,43,1,68547,68.0673996930109,1000,1,1000
320,"Female",22,17,"East",1,2020,22,0,39177,58.4014191887893,1000,1,1000
321,"Male",25,14,"West",1,2020,25,1,43775,73.5089505561461,1000,1,1000
322,"Male",46,5,"South",1,2020,46,0,46212,64.6564660986143,1000,1,1000
323,"Male",58,16,"South",1,2020,58,1,36160,14.7915236494819,1000,1,1000
324,"Female",28,17,"West",1,2020,28,1,92753,65.8200144442986,1000,1,1000
325,"Female",24,0,"West",1,2020,24,0,25717,78.7545266918307,1000,1,1000
326,"Female",55,9,"East",1,2020,55,0,57132,48.6636664921882,1000,1,1000
327,"Male",46,4,"South",1,2020,46,1,53877,78.2061438245467,1000,1,1000
328,"Male",44,3,"West",1,2020,44,1,36902,49.1960944524518,1000,1,1000
329,"Male",18,19,"West",1,2020,18,1,134067,75.7356194936303,1000,1,1000
330,"Male",19,6,"North",1,2020,19,1,60868,63.9980898721606,1000,1,1000
331,"Male",22,6,"North",1,2020,22,1,35992,60.7211348626138,1000,1,1000
332,"Male",28,10,"North",1,2020,28,0,62982,83.5692754997742,1000,1,1000
333,"Female",43,18,"West",1,2020,43,1,119888,86.9413096093789,1000,1,1000
334,"Male",23,10,"West",1,2020,23,1,88404,71.7347090654406,1000,1,1000
335,"Male",21,10,"West",1,2020,21,1,37739,69.9748229065397,1000,1,1000
336,"Male",49,14,"North",1,2020,49,1,87423,64.8645653200228,1000,1,1000
337,"Male",34,17,"West",1,2020,34,0,34535,73.4247048612034,1000,1,1000
338,"Female",27,18,"North",1,2020,27,1,111420,51.9224183527737,1000,1,1000
339,"Male",64,6,"South",1,2020,64,1,20434,39.4678117704465,1000,1,1000
